sample_id,ambient_temp_C,coal_surface_temp_C,delta_T_C,delta_T_rate_per_hr,humidity_pct,solar_radiation_Wm2,wind_speed_kmh,rainfall_last_24h_mm,soil_moisture_pct,coal_surface_moisture_pct,pile_age_days,coal_type_volatile_pct,pile_compaction,crack_width_mm,hotspot_detected,vegetation_stress_index,shc_risk,data_source
SYN-00488,26.2,38.0,11.81,0.416,81.8,369.3,8.0,0.0,21.7,12.2,25,36.0,0,1.23,0,0,0,synthetic_physics_based
SYN-00489,40.9,62.6,21.7,1.065,65.3,752.2,8.8,0.0,3.2,3.0,20,23.7,1,1.82,0,0,0,synthetic_physics_based
SYN-00490,39.6,69.1,29.47,1.83,52.5,557.5,14.4,0.0,19.8,12.3,58,36.0,0,2.34,0,2,1,synthetic_physics_based
SYN-00491,30.0,49.3,19.28,3.25,47.1,285.0,12.3,0.0,9.7,4.7,86,20.6,0,5.61,0,2,1,synthetic_physics_based
SYN-00492,33.6,63.1,29.42,3.167,42.2,675.5,6.3,0.0,5.5,1.5,50,31.2,0,3.75,0,0,1,synthetic_physics_based
SYN-00493,26.1,53.6,27.53,0.69,75.7,560.7,8.5,0.0,6.0,4.3,79,29.0,1,0.82,0,2,1,synthetic_physics_based
SYN-00494,24.1,44.0,19.86,0.995,53.2,766.6,4.7,0.0,16.3,7.7,10,27.9,1,1.66,0,0,0,synthetic_physics_based
SYN-00495,30.2,47.1,16.91,1.163,60.7,711.5,19.3,0.0,19.5,9.9,21,24.2,1,0.8,0,0,0,synthetic_physics_based
SYN-00496,27.8,42.4,14.62,0.946,59.5,599.1,3.0,0.0,15.2,8.5,29,28.1,0,1.28,0,0,0,synthetic_physics_based
SYN-00497,32.8,43.6,10.75,0.146,64.6,489.4,7.8,13.3,20.6,11.0,10,21.2,0,1.72,0,0,0,synthetic_physics_based
SYN-00498,21.7,27.2,5.52,1.463,81.9,169.9,1.0,0.0,19.0,7.0,13,25.4,0,1.77,0,0,0,synthetic_physics_based
SYN-00499,41.4,51.9,10.42,3.329,88.8,285.2,4.8,0.0,3.2,1.0,47,20.0,0,2.07,0,0,0,synthetic_physics_based
SYN-00500,41.7,54.9,13.22,0.942,54.5,427.2,15.7,0.0,15.7,10.2,23,29.4,0,1.65,0,0,0,synthetic_physics_based
SYN-00501,35.4,54.4,19.07,0.994,79.7,589.4,4.4,0.0,8.8,4.7,50,19.9,0,2.77,0,0,0,synthetic_physics_based
SYN-00502,31.8,45.2,13.38,4.463,75.9,512.3,2.1,0.0,11.6,7.5,87,21.2,0,4.67,0,2,1,synthetic_physics_based
SYN-00503,26.8,34.3,7.54,0.906,64.4,309.4,9.8,5.7,4.8,1.4,4,19.7,0,0.65,0,0,0,synthetic_physics_based
SYN-00504,37.9,55.8,17.9,1.958,87.4,55.8,0.7,0.0,8.4,2.9,67,25.6,0,1.69,0,1,0,synthetic_physics_based
SYN-00505,35.1,73.0,37.89,4.162,42.0,496.6,2.2,28.4,15.0,9.3,85,34.8,1,1.4,1,2,1,synthetic_physics_based
SYN-00506,23.6,39.2,15.59,2.523,36.6,307.1,16.2,0.0,7.1,5.9,53,36.1,1,3.16,0,0,0,synthetic_physics_based
SYN-00507,40.0,47.5,7.48,0.033,81.2,711.1,15.5,0.0,15.3,7.1,2,19.4,1,1.48,0,0,0,synthetic_physics_based
SYN-00508,38.1,57.1,19.05,3.854,56.3,71.6,18.3,0.0,20.5,12.8,68,30.7,0,0.27,0,1,0,synthetic_physics_based
SYN-00509,40.9,64.0,23.11,1.289,80.8,576.3,17.2,0.0,3.1,1.0,65,31.7,0,5.86,0,1,1,synthetic_physics_based
SYN-00510,36.0,63.9,27.96,1.012,83.6,897.3,13.8,0.0,17.9,7.4,79,28.7,1,3.69,0,2,1,synthetic_physics_based
SYN-00511,33.5,49.7,16.24,0.588,33.7,207.0,1.5,0.0,15.2,9.2,57,31.3,0,1.27,0,2,0,synthetic_physics_based
SYN-00512,29.2,48.2,19.05,4.068,83.0,474.5,15.8,16.2,3.9,1.0,70,22.7,1,0.66,0,2,0,synthetic_physics_based
SYN-00513,40.5,40.1,-0.38,0.047,56.9,132.3,17.0,0.0,18.0,8.1,7,27.8,1,1.14,0,0,0,synthetic_physics_based
SYN-00514,39.1,48.7,9.61,0.175,60.6,613.1,16.1,0.0,7.3,2.2,19,25.8,1,0.01,0,0,0,synthetic_physics_based
SYN-00515,21.0,36.3,15.26,1.163,67.6,545.5,10.4,5.7,8.1,3.9,44,19.8,1,3.6,0,0,0,synthetic_physics_based
SYN-00516,20.6,37.1,16.52,1.579,85.6,416.6,5.0,0.0,4.8,1.0,63,30.5,1,6.05,0,1,0,synthetic_physics_based
SYN-00517,28.3,45.5,17.19,3.106,31.1,519.2,17.0,0.0,13.2,8.1,65,27.9,1,6.34,0,1,1,synthetic_physics_based
SYN-00518,37.8,59.2,21.32,0.314,58.6,856.9,14.7,0.0,12.5,7.6,39,23.5,0,5.86,0,0,0,synthetic_physics_based
SYN-00519,41.7,70.0,28.27,1.684,71.3,226.7,19.6,0.0,9.6,6.0,83,27.5,0,2.43,0,2,0,synthetic_physics_based
SYN-00520,23.3,34.5,11.17,0.612,73.4,70.3,3.5,0.0,6.2,5.2,26,33.5,0,0.27,0,0,0,synthetic_physics_based
SYN-00521,33.1,63.3,30.18,0.766,71.6,825.5,4.9,0.0,18.9,11.9,44,34.0,0,6.91,1,0,1,synthetic_physics_based
SYN-00522,28.4,33.2,4.82,1.346,38.1,569.4,4.6,0.0,19.7,9.4,12,31.0,0,1.6,0,0,0,synthetic_physics_based
SYN-00523,41.3,54.1,12.74,0.687,48.0,851.6,16.0,0.0,13.3,8.3,22,27.4,0,0.96,0,0,0,synthetic_physics_based
SYN-00524,38.5,66.4,27.92,2.414,51.5,587.3,4.1,8.3,7.6,5.9,77,29.5,1,2.44,0,1,0,synthetic_physics_based
SYN-00525,38.4,57.0,18.59,1.443,78.3,779.1,1.8,0.0,4.8,3.9,14,25.7,0,1.37,0,0,0,synthetic_physics_based
SYN-00526,30.3,54.2,23.9,4.381,46.7,436.7,20.0,0.0,19.5,12.1,86,20.5,0,4.43,0,2,1,synthetic_physics_based
SYN-00527,29.1,41.5,12.38,0.841,42.6,724.9,1.0,0.0,4.8,2.4,30,25.7,0,1.14,0,0,0,synthetic_physics_based
SYN-00528,26.0,54.6,28.61,0.877,87.4,871.7,16.8,17.9,3.3,1.0,44,28.6,1,1.55,0,0,0,synthetic_physics_based
SYN-00529,21.2,50.5,29.21,1.046,30.5,564.9,7.6,0.0,11.9,6.2,84,30.0,0,0.77,0,2,1,synthetic_physics_based
SYN-00530,39.0,56.9,17.89,1.105,89.9,212.7,16.9,0.0,16.9,8.2,38,36.7,1,2.96,0,1,0,synthetic_physics_based
SYN-00531,37.9,56.3,18.39,3.463,70.6,291.9,11.3,24.9,11.7,7.9,59,33.5,1,1.87,0,1,0,synthetic_physics_based
SYN-00532,42.0,46.7,4.67,0.32,79.7,228.8,18.1,0.0,4.0,2.5,42,21.0,1,4.12,0,1,0,synthetic_physics_based
SYN-00533,41.9,58.8,16.83,3.771,47.7,272.2,18.6,0.0,16.1,10.1,52,21.5,0,4.95,0,0,0,synthetic_physics_based
SYN-00534,32.2,49.6,17.34,2.597,30.9,325.8,0.7,0.0,15.2,6.2,63,20.0,1,2.31,0,1,1,synthetic_physics_based
SYN-00535,36.9,57.0,20.06,1.633,74.3,549.6,2.0,0.0,15.9,8.1,61,32.8,1,4.86,0,1,1,synthetic_physics_based
SYN-00536,40.8,56.2,15.41,0.272,80.0,579.2,5.4,15.3,7.0,2.3,34,32.1,0,1.32,0,0,0,synthetic_physics_based
SYN-00537,38.7,60.3,21.64,0.425,74.4,433.8,13.6,0.0,18.1,7.5,39,37.7,0,4.52,0,0,0,synthetic_physics_based
SYN-00538,25.4,45.3,19.91,0.927,38.6,603.9,17.8,24.3,12.1,7.1,41,28.4,0,4.5,0,0,0,synthetic_physics_based
SYN-00539,29.9,44.3,14.41,0.206,75.2,123.4,9.5,0.0,13.2,5.7,37,34.5,1,2.09,0,0,0,synthetic_physics_based
SYN-00540,22.8,38.5,15.65,0.623,76.1,129.0,12.3,13.1,13.4,6.8,65,29.5,0,4.52,0,2,0,synthetic_physics_based
SYN-00541,41.0,72.9,31.87,3.613,69.5,204.6,4.2,25.4,8.4,3.2,79,35.5,1,2.79,1,2,1,synthetic_physics_based
SYN-00542,33.3,49.5,16.2,1.074,76.0,516.3,16.2,0.0,7.8,3.7,32,32.4,0,0.3,0,0,0,synthetic_physics_based
SYN-00543,25.0,21.4,-3.62,0.464,80.8,242.6,19.4,26.6,3.1,2.6,8,30.9,1,1.29,0,0,0,synthetic_physics_based
SYN-00544,34.8,44.3,9.56,0.088,66.8,305.0,5.7,0.0,10.5,4.4,18,29.3,1,1.18,0,0,0,synthetic_physics_based
SYN-00545,33.6,54.5,20.86,0.729,35.3,410.3,10.1,0.0,12.2,6.0,45,32.5,0,5.55,0,0,0,synthetic_physics_based
SYN-00546,27.9,48.5,20.65,0.414,59.3,780.7,2.2,7.0,17.1,10.2,33,26.4,0,0.57,0,0,0,synthetic_physics_based
SYN-00547,22.5,22.6,0.1,0.597,34.7,62.5,11.4,0.0,4.3,3.4,5,19.9,0,1.29,0,0,0,synthetic_physics_based
SYN-00548,34.8,49.6,14.82,1.929,54.5,634.4,10.3,21.9,20.6,10.7,82,18.8,0,6.32,0,1,0,synthetic_physics_based
SYN-00549,31.4,55.9,24.4,2.249,54.4,652.0,3.3,0.0,8.0,4.9,74,27.6,1,2.58,0,1,0,synthetic_physics_based
SYN-00550,37.0,55.7,18.75,0.58,34.0,768.8,9.1,0.0,10.0,6.7,36,30.0,0,0.4,0,1,0,synthetic_physics_based
SYN-00551,31.4,46.5,15.09,1.447,50.9,889.5,7.0,0.0,3.9,1.0,23,19.6,1,0.53,0,0,0,synthetic_physics_based
SYN-00552,38.7,50.0,11.3,0.399,36.7,68.1,10.7,0.0,15.4,7.4,40,23.7,0,1.15,0,0,0,synthetic_physics_based
SYN-00553,32.1,34.8,2.64,0.504,78.5,188.4,11.9,0.0,16.5,8.5,5,24.4,0,1.4,0,0,0,synthetic_physics_based
SYN-00554,32.3,59.4,27.05,0.494,86.9,847.6,0.7,7.9,20.6,12.0,34,29.3,1,0.26,0,0,0,synthetic_physics_based
SYN-00555,39.3,50.3,11.03,0.72,34.3,462.7,15.3,0.0,9.4,5.5,24,23.6,1,1.33,0,0,0,synthetic_physics_based
SYN-00556,28.9,45.3,16.45,1.265,87.3,558.1,14.4,0.0,7.9,4.4,17,19.9,0,0.67,0,0,0,synthetic_physics_based
SYN-00557,22.9,46.4,23.45,2.821,61.4,646.7,7.6,12.0,16.8,7.7,71,21.3,1,0.49,0,2,0,synthetic_physics_based
SYN-00558,20.6,46.4,25.74,1.427,48.0,661.2,1.5,0.0,16.4,10.3,81,21.5,0,2.21,0,2,1,synthetic_physics_based
SYN-00559,36.6,54.2,17.58,0.173,34.6,888.6,15.2,0.0,20.8,10.7,22,34.9,1,0.9,0,0,0,synthetic_physics_based
SYN-00560,33.6,46.1,12.46,1.342,60.0,947.3,19.1,0.0,6.9,3.4,15,23.7,0,1.55,0,0,0,synthetic_physics_based
SYN-00561,35.5,50.2,14.7,0.278,77.7,698.1,5.2,0.0,16.4,9.3,15,32.3,0,0.17,0,0,0,synthetic_physics_based
SYN-00562,24.7,42.3,17.63,0.059,72.4,308.5,6.8,0.0,4.3,5.3,25,29.4,1,1.58,0,0,0,synthetic_physics_based
SYN-00563,23.0,50.7,27.75,1.699,33.0,841.8,4.1,0.0,12.1,5.7,53,37.5,0,4.71,0,0,1,synthetic_physics_based
SYN-00564,20.3,23.4,3.05,0.286,34.4,94.3,11.8,0.0,5.3,1.9,21,23.5,0,0.41,0,0,0,synthetic_physics_based
SYN-00565,27.7,42.5,14.82,4.423,54.2,258.0,3.5,0.0,15.4,7.9,66,21.2,0,5.24,0,1,0,synthetic_physics_based
SYN-00566,33.0,58.6,25.6,0.675,47.7,857.6,7.4,0.0,14.4,9.7,32,19.0,1,0.93,0,0,0,synthetic_physics_based
SYN-00567,28.6,40.1,11.5,1.074,43.9,280.6,14.1,0.0,3.9,2.4,21,22.8,1,1.98,0,0,0,synthetic_physics_based
SYN-00568,29.6,56.0,26.42,2.607,46.9,248.6,11.4,0.0,9.1,5.6,68,31.7,1,5.84,0,2,1,synthetic_physics_based
SYN-00569,39.9,41.8,1.93,0.747,78.2,174.3,8.0,0.0,10.5,7.0,44,19.7,1,6.33,0,1,0,synthetic_physics_based
SYN-00570,27.7,52.9,25.26,3.29,85.8,823.2,8.7,0.0,7.7,5.9,83,22.9,1,5.81,0,1,1,synthetic_physics_based
SYN-00571,31.3,55.0,23.71,1.648,54.3,500.1,11.5,0.0,3.7,1.0,66,35.1,0,1.2,0,2,1,synthetic_physics_based
SYN-00572,37.2,55.6,18.32,0.066,84.4,657.4,0.6,0.0,9.1,5.8,14,29.7,0,0.55,0,0,0,synthetic_physics_based
SYN-00573,28.7,37.9,9.21,0.052,49.3,265.2,2.0,0.0,18.1,11.7,15,19.4,1,0.99,0,0,0,synthetic_physics_based
SYN-00574,33.7,52.6,18.89,0.641,58.6,732.2,17.7,0.0,9.8,5.7,20,19.0,0,1.83,0,0,0,synthetic_physics_based
SYN-00575,39.0,48.4,9.44,1.217,43.6,734.0,2.0,25.7,9.1,3.8,34,19.2,0,1.42,0,0,0,synthetic_physics_based
SYN-00576,40.9,61.4,20.53,1.007,68.4,331.3,14.3,0.0,20.9,10.0,36,36.8,1,5.76,0,1,0,synthetic_physics_based
SYN-00577,23.2,56.3,33.04,2.877,88.7,419.6,18.4,0.0,3.8,2.8,83,35.0,1,4.9,1,2,1,synthetic_physics_based
SYN-00578,40.4,43.0,2.64,0.268,66.2,238.7,5.8,0.0,17.6,7.9,9,34.9,0,1.32,0,0,0,synthetic_physics_based
SYN-00579,30.8,65.9,35.09,0.729,51.5,928.9,7.7,0.0,12.2,5.5,71,36.5,0,2.82,1,2,1,synthetic_physics_based
SYN-00580,25.7,39.0,13.29,0.635,68.9,631.0,11.6,0.0,20.9,10.8,30,28.1,1,0.39,0,0,0,synthetic_physics_based
SYN-00581,30.1,58.3,28.15,0.598,37.4,891.1,17.7,15.9,10.5,6.2,77,22.9,1,1.5,0,2,0,synthetic_physics_based
SYN-00582,41.6,61.9,20.32,2.801,83.3,323.0,18.9,5.3,16.5,9.9,63,26.0,0,6.92,0,2,1,synthetic_physics_based
SYN-00583,30.8,57.6,26.8,0.574,60.2,753.7,14.9,23.9,4.3,1.3,35,32.4,0,1.7,0,0,0,synthetic_physics_based
SYN-00584,27.2,38.9,11.7,0.876,57.0,739.3,2.2,0.0,20.6,9.4,13,35.5,1,1.43,0,0,0,synthetic_physics_based
SYN-00585,33.9,59.9,26.01,0.844,65.2,672.5,13.5,0.0,9.5,6.5,79,26.7,0,2.97,0,2,0,synthetic_physics_based
SYN-00586,25.3,46.2,20.91,1.344,67.5,919.1,8.5,0.0,13.0,8.1,46,28.7,1,5.36,0,0,0,synthetic_physics_based
SYN-00587,21.7,47.9,26.25,3.749,34.3,404.2,9.7,0.0,5.6,3.8,56,36.6,0,2.83,0,2,1,synthetic_physics_based
SYN-00588,22.8,20.7,-2.17,0.486,71.0,167.6,1.5,0.0,21.0,12.1,9,20.1,0,1.61,0,0,0,synthetic_physics_based
SYN-00589,22.8,59.0,36.15,4.289,44.5,654.5,4.2,0.0,15.8,8.1,87,35.2,0,5.49,1,2,1,synthetic_physics_based
SYN-00590,23.3,35.8,12.49,1.163,72.8,706.4,15.9,0.0,4.0,1.9,36,21.2,1,0.99,0,0,0,synthetic_physics_based
SYN-00591,23.1,32.9,9.82,0.285,79.4,567.6,9.4,4.2,5.9,3.4,3,27.7,1,0.37,0,0,0,synthetic_physics_based
SYN-00592,34.1,45.9,11.83,0.229,78.2,236.1,6.4,7.3,10.6,4.6,19,22.4,0,1.21,0,0,0,synthetic_physics_based
SYN-00593,24.0,36.8,12.8,0.522,63.2,504.0,8.0,10.5,7.1,4.5,28,30.1,1,1.26,0,0,0,synthetic_physics_based
SYN-00594,27.6,39.2,11.6,0.618,61.2,331.0,17.2,0.0,8.8,5.0,23,29.2,0,1.5,0,0,0,synthetic_physics_based
SYN-00595,39.7,44.5,4.76,1.398,38.6,434.7,15.1,9.6,22.0,11.9,7,25.6,1,0.88,0,0,0,synthetic_physics_based
SYN-00596,30.4,61.9,31.45,2.229,76.5,630.7,5.8,17.2,15.5,9.9,76,35.3,0,1.75,1,1,0,synthetic_physics_based
SYN-00597,34.7,43.4,8.72,1.301,46.3,720.7,2.8,0.0,20.5,11.1,14,31.2,1,0.97,0,0,0,synthetic_physics_based
SYN-00598,23.8,42.9,19.13,2.167,59.8,259.0,5.4,0.0,11.3,7.2,46,32.4,0,6.48,0,0,0,synthetic_physics_based
SYN-00599,24.2,31.7,7.47,1.328,47.1,414.8,18.5,3.1,16.5,7.3,15,21.0,1,1.04,0,0,0,synthetic_physics_based
SYN-00600,20.9,44.2,23.34,2.259,38.0,292.2,11.8,26.9,11.7,7.7,67,35.7,1,0.4,0,2,0,synthetic_physics_based
SYN-00601,23.7,30.2,6.51,1.063,67.8,228.8,10.9,0.0,9.2,6.0,15,21.3,0,1.34,0,0,0,synthetic_physics_based
SYN-00602,26.1,39.6,13.43,1.915,33.3,755.0,12.1,0.0,12.9,10.3,51,22.5,0,3.82,0,0,0,synthetic_physics_based
SYN-00603,23.9,49.6,25.76,1.995,74.9,868.3,7.6,13.4,11.1,8.5,88,20.6,0,5.36,0,1,0,synthetic_physics_based
SYN-00604,22.0,30.3,8.35,0.382,49.1,383.2,16.2,0.0,21.6,13.3,8,26.8,1,0.35,0,0,0,synthetic_physics_based
SYN-00605,22.7,53.7,31.02,3.463,30.0,726.2,10.7,0.0,12.4,6.0,69,35.8,0,0.48,1,2,1,synthetic_physics_based
SYN-00606,30.1,64.1,33.95,3.385,60.7,857.3,2.8,0.0,18.4,8.8,62,23.0,1,4.84,1,2,1,synthetic_physics_based
SYN-00607,24.5,53.0,28.49,0.383,32.8,811.5,3.0,0.0,15.7,7.5,51,25.5,1,3.22,0,0,0,synthetic_physics_based
SYN-00608,28.0,50.0,21.96,3.187,46.6,214.5,11.0,0.0,12.1,7.4,63,34.9,0,6.14,0,2,1,synthetic_physics_based
SYN-00609,31.1,58.3,27.19,2.192,72.4,910.7,18.8,8.1,12.0,8.5,68,30.4,0,5.22,0,1,0,synthetic_physics_based
SYN-00610,35.2,60.4,25.26,2.501,33.8,389.0,6.5,0.0,9.5,3.4,78,33.0,1,2.65,0,1,1,synthetic_physics_based
SYN-00611,20.9,32.0,11.16,0.411,80.4,355.3,17.5,20.8,5.0,1.5,16,22.3,1,0.49,0,0,0,synthetic_physics_based
SYN-00612,37.6,61.8,24.22,3.373,30.2,106.2,15.4,12.7,17.5,9.7,84,32.3,1,3.57,0,1,1,synthetic_physics_based
SYN-00613,33.8,51.0,17.23,1.114,44.8,487.6,5.3,1.7,20.4,9.5,24,22.6,0,0.64,0,0,0,synthetic_physics_based
SYN-00614,21.8,26.3,4.47,0.908,74.5,148.1,1.2,0.0,7.1,3.3,6,37.7,0,1.66,0,0,0,synthetic_physics_based
SYN-00615,39.2,57.6,18.41,2.668,49.0,273.7,2.5,0.0,20.6,13.2,57,29.2,1,1.71,0,2,0,synthetic_physics_based
SYN-00616,40.3,60.1,19.89,0.243,36.1,335.2,14.7,0.0,7.4,5.2,31,31.9,1,1.29,0,0,0,synthetic_physics_based
SYN-00617,21.3,30.2,8.9,0.209,51.6,777.9,4.4,10.7,13.1,8.4,6,20.4,1,1.33,0,0,0,synthetic_physics_based
SYN-00618,26.1,61.1,35.05,4.326,46.2,837.9,7.7,21.4,9.5,3.8,79,23.0,0,1.62,1,2,1,synthetic_physics_based
SYN-00619,37.7,50.8,13.1,0.085,80.6,322.2,10.3,0.0,5.2,1.0,29,20.8,0,1.04,0,0,0,synthetic_physics_based
SYN-00620,36.5,76.5,40.09,2.678,48.8,822.8,14.6,0.0,4.0,1.6,67,25.8,0,5.53,1,2,1,synthetic_physics_based
SYN-00621,24.1,48.8,24.71,3.455,77.3,821.5,2.7,0.0,9.9,2.0,75,23.7,1,0.72,0,1,1,synthetic_physics_based
SYN-00622,24.6,43.6,18.98,0.179,83.5,738.2,8.4,0.0,3.9,2.8,3,32.7,0,1.57,0,0,0,synthetic_physics_based
SYN-00623,28.2,36.2,8.03,0.614,56.0,182.0,10.0,0.0,5.0,3.9,28,20.2,1,0.07,0,0,0,synthetic_physics_based
SYN-00624,30.7,60.5,29.87,3.648,84.6,671.3,11.0,4.3,5.7,2.0,74,33.0,1,1.43,0,2,1,synthetic_physics_based
SYN-00625,33.6,56.5,22.87,3.553,52.6,900.5,16.5,0.0,3.0,2.5,48,18.9,0,6.77,0,1,1,synthetic_physics_based
SYN-00626,28.1,53.5,25.43,0.392,87.8,664.3,3.8,9.4,5.9,4.1,80,22.0,0,4.31,0,1,0,synthetic_physics_based
SYN-00627,30.2,35.3,5.16,0.621,35.4,348.5,16.3,10.2,14.0,6.0,10,33.8,1,1.91,0,0,0,synthetic_physics_based
SYN-00628,36.4,52.7,16.25,1.139,71.2,500.5,14.0,0.0,18.6,9.6,33,32.9,0,0.86,0,0,0,synthetic_physics_based
SYN-00629,20.8,47.1,26.29,2.614,59.6,631.2,11.3,0.0,6.7,3.0,67,27.5,0,5.12,0,2,1,synthetic_physics_based
SYN-00630,25.6,42.6,17.08,3.317,53.3,509.5,14.1,0.0,4.5,3.9,69,19.0,0,6.79,0,2,1,synthetic_physics_based
SYN-00631,35.7,43.3,7.62,0.787,68.0,158.0,8.5,0.0,16.9,10.4,12,30.2,1,0.87,0,0,0,synthetic_physics_based
SYN-00632,39.7,55.9,16.24,3.219,72.2,330.9,3.2,15.6,3.2,2.6,57,26.1,1,3.63,0,1,0,synthetic_physics_based
SYN-00633,31.3,54.0,22.79,0.562,30.3,772.2,13.5,1.7,16.9,8.5,44,24.3,1,3.7,0,0,0,synthetic_physics_based
SYN-00634,31.7,49.4,17.66,1.4,40.0,825.3,10.7,0.0,5.5,5.1,13,30.8,1,1.31,0,0,0,synthetic_physics_based
SYN-00635,22.4,32.2,9.8,0.528,72.8,173.6,13.0,0.0,7.3,4.3,24,26.7,1,0.37,0,0,0,synthetic_physics_based
SYN-00636,29.8,45.9,16.08,0.548,70.0,907.1,7.1,2.0,5.3,3.6,44,19.8,1,4.79,0,0,0,synthetic_physics_based
SYN-00637,31.7,58.5,26.8,1.694,88.0,345.9,18.2,0.0,7.7,6.8,57,36.3,1,1.14,0,2,1,synthetic_physics_based
SYN-00638,25.3,36.5,11.13,1.44,75.7,646.1,12.0,7.6,18.2,11.0,16,33.6,0,1.16,0,0,0,synthetic_physics_based
SYN-00639,25.9,39.9,14.02,0.685,87.0,726.6,2.2,1.1,5.5,2.9,21,19.1,0,1.36,0,0,0,synthetic_physics_based
SYN-00640,28.3,55.8,27.48,2.004,72.2,780.8,9.3,28.0,21.9,11.3,76,28.5,1,6.04,0,2,0,synthetic_physics_based
SYN-00641,20.4,43.2,22.73,0.467,47.9,901.2,15.2,13.5,9.2,2.5,51,19.7,1,6.29,0,1,0,synthetic_physics_based
SYN-00642,27.1,37.9,10.77,0.379,36.3,331.6,16.0,0.0,20.5,8.9,21,34.7,0,1.28,0,0,0,synthetic_physics_based
SYN-00643,24.7,55.1,30.46,3.868,76.9,822.7,10.1,14.4,6.6,4.9,60,30.3,1,4.84,1,2,1,synthetic_physics_based
SYN-00644,27.2,39.0,11.79,3.496,68.6,168.5,17.9,0.0,6.6,1.0,51,21.4,0,4.95,0,0,0,synthetic_physics_based
SYN-00645,22.6,35.0,12.41,1.035,32.9,684.5,5.7,14.7,13.7,9.1,21,18.4,0,0.99,0,0,0,synthetic_physics_based
SYN-00646,39.6,44.7,5.06,0.891,51.6,717.8,8.5,0.0,4.0,3.4,6,18.6,1,0.92,0,0,0,synthetic_physics_based
SYN-00647,33.1,63.8,30.78,1.126,87.4,660.0,18.0,0.0,18.2,8.7,73,28.1,0,1.47,1,1,0,synthetic_physics_based
SYN-00648,34.9,58.8,23.84,4.308,60.0,277.1,18.0,0.0,11.4,6.5,65,32.7,1,2.81,0,1,1,synthetic_physics_based
SYN-00649,37.4,67.0,29.6,2.812,56.0,835.7,13.9,0.0,16.3,9.8,76,20.4,0,6.94,0,2,1,synthetic_physics_based
SYN-00650,31.0,44.1,13.1,3.468,57.5,202.0,17.3,0.0,6.3,3.6,58,22.4,0,2.04,0,2,1,synthetic_physics_based
SYN-00651,21.9,40.6,18.65,3.298,42.5,98.3,2.2,0.0,15.2,10.2,78,24.5,1,5.38,0,2,1,synthetic_physics_based
SYN-00652,31.8,41.3,9.47,0.089,52.1,695.7,17.4,25.9,14.3,5.8,6,22.4,1,0.32,0,0,0,synthetic_physics_based
SYN-00653,32.9,51.2,18.31,4.287,52.2,477.9,6.8,0.0,17.4,10.3,65,25.8,0,3.38,0,2,0,synthetic_physics_based
SYN-00654,36.4,68.7,32.28,0.436,33.1,814.2,4.0,0.0,8.7,3.8,86,29.2,1,0.6,1,2,1,synthetic_physics_based
SYN-00655,29.5,48.2,18.75,1.23,76.1,395.1,5.2,12.8,20.7,8.8,34,31.7,1,0.54,0,0,0,synthetic_physics_based
SYN-00656,22.8,42.0,19.17,3.956,55.0,201.5,8.7,0.0,21.3,10.0,56,37.3,0,0.39,0,2,1,synthetic_physics_based
SYN-00657,26.2,61.2,34.94,1.908,79.3,802.8,5.4,0.0,19.5,9.9,75,36.6,0,4.37,1,2,1,synthetic_physics_based
SYN-00658,28.0,38.3,10.28,0.363,81.0,544.0,6.8,0.0,13.9,7.7,3,29.4,1,1.11,0,0,0,synthetic_physics_based
SYN-00659,34.2,49.0,14.82,0.259,42.7,220.3,3.1,4.5,11.0,4.7,42,32.7,1,5.63,0,0,0,synthetic_physics_based
SYN-00660,32.6,66.4,33.87,3.631,69.4,698.3,6.3,0.6,4.1,1.5,62,37.0,0,4.17,1,1,1,synthetic_physics_based
SYN-00661,27.8,33.9,6.03,1.198,58.3,510.0,11.7,3.8,21.0,11.0,6,19.7,0,1.92,0,0,0,synthetic_physics_based
SYN-00662,41.7,52.4,10.67,1.166,82.8,593.9,9.1,0.0,21.1,10.3,6,18.1,0,1.69,0,0,0,synthetic_physics_based
SYN-00663,33.3,52.2,18.83,0.409,42.9,464.8,7.3,0.0,3.4,1.0,63,18.6,0,1.1,0,1,0,synthetic_physics_based
SYN-00664,25.2,36.0,10.79,1.297,70.7,795.8,15.1,0.0,9.8,6.2,20,29.3,1,0.75,0,0,0,synthetic_physics_based
SYN-00665,22.2,41.6,19.36,1.389,66.5,796.6,17.9,0.0,19.7,13.3,21,33.3,1,1.1,0,0,0,synthetic_physics_based
SYN-00666,23.4,40.0,16.65,0.493,47.7,688.4,15.3,0.0,4.5,2.8,2,25.3,0,1.68,0,0,0,synthetic_physics_based
SYN-00667,25.4,39.5,14.14,2.453,38.2,144.9,7.0,0.0,6.7,3.9,56,28.9,1,3.66,0,1,0,synthetic_physics_based
SYN-00668,23.5,34.2,10.69,0.696,69.1,805.0,15.0,0.0,21.6,11.8,10,28.3,1,1.89,0,0,0,synthetic_physics_based
SYN-00669,24.1,50.5,26.36,1.671,74.3,653.9,3.5,0.0,19.1,9.9,87,19.9,1,3.75,0,2,1,synthetic_physics_based
SYN-00670,26.3,51.7,25.41,2.931,48.9,677.3,3.0,20.8,20.3,12.0,70,24.4,1,5.51,0,1,0,synthetic_physics_based
SYN-00671,23.8,39.3,15.5,0.507,68.7,376.7,7.2,21.1,5.7,4.6,23,18.4,1,0.05,0,0,0,synthetic_physics_based
